fake_artist_id	artist_name	artist_uri	fake_track_id	track_title	track_uri	elapsed_seconds	play_source	fake_listener_id
365329	Jessica Sonner	4614	170455	Just You	just-you	244	Autoplay	26
73291	J Boog	5116	32696	Come And Get It (feat. Fiji)	come-get-it	265	Playlist	34
128708	Jesse Ruben	9652	777876	Impossible to Find	impossible-to-find	203	All Artist Tracks	37
665008	We Are The Union	6448	254140	This Is My Life (And It's Ending One Minute at a Time)	this-is-my-life-its-ending-1-minute-at-time	159	Station	39
665008	We Are The Union	8890	374910	I Am Like John Cusack...	i-am-like-john-cusack	162	All Artist Tracks	54
642965	Girl Talk	5314	281815	The Feeling	feeling	216	Station	32
459003	Rhema Soul	5764	95374	Let Me Live	let-me-live	113	Album	90
459003	Rhema Soul	1818	466762	Sky's Not the Limit Ft. Eddienigma	skys-not-limit	141	Autoplay	21
925120	Burning Spear	1623	250460	The Cruise	cruise	47	Thumed Up Track	4
925120	Burning Spear	209	466297	Grassroot	grassroot	108	Thumed Up Track	94
925120	Burning Spear	9180	478233	House of Reggae	house-of-reggae	213	Thumed Up Track	80
925120	Burning Spear	8017	895314	Music	music	119	Thumed Up Track	76
925120	Burning Spear	4921	409937	Dub Him	dub-him	200	Album	99
925120	Burning Spear	2989	476434	Rise Up	rise-up	253	Autoplay	91
925120	Burning Spear	1651	358113	Tumble Down	tumble-down-live	8	Station	70
925120	Burning Spear	2591	610514	Part Two- Driver- Record in Australia	part-2-driver-record-in-australia	38	Collections	67
925120	Burning Spear	1389	119028	No Worry U Self	no-worry-u-self	22	Album	86
197806	Elevation Worship	9366	408687	You Are On Our Side	you-are-on-our-side	1	Station	2
197806	Elevation Worship	4527	570470	Mercy Reigns	mercy-reigns	237	All Artist Tracks	99
784291	Na Kama	4239	569501	Nohea No ' Oe	nohea-no-oe	65	Thumbed Down Track	74
784291	Na Kama	2652	144871	In The Garden Of Paradise	in-garden-of-paradise	8	Thumed Up Track	5
784291	Na Kama	624	411561	Mele Kalikimaka Ia Kakou/Be Not Afraid	mele-kalikimaka-ia-kakou-be-not-afraid	67	All Artist Tracks	32
636575	Sleeperstar	6844	211840	The Day I Quit My Job	day-i-quit-my-job	31	Station	79
726934	Sweatshop Union	6003	361998	Don't Be Afraid	dont-be-afraid	92	Station	42
726934	Sweatshop Union	2592	953698	On the Sly	on-sly	60	All Artist Tracks	1
980946	Shane Yellowbird	3838	935307	Next Time I Leave	next-time-i-leave	205	Thumbed Down Track	22
857065	Tyrone Wells	7588	112930	A Beautiful Place to Be	beautiful-place-to-be	56	All Artist Tracks	53
857065	Tyrone Wells	6486	217315	Already Falling	already-falling	203	Thumed Up Track	27
857065	Tyrone Wells	136	481423	Every Night	every-night	211	All Artist Tracks	45
857065	Tyrone Wells	640	425820	Fighter	fighter	299	Thumbed Down Track	73
977285	Jason Reeves	2170	587847	Infinity to One	infinity-to-1	294	Autoplay	35
977285	Jason Reeves	7808	265463	Rescue	rescue	184	All Artist Tracks	96
374268	Darius Lux	5491	38468	Hey You!	hey-you	106	Album	1
374268	Darius Lux	1158	577940	Way That It Goes	way-that-it-goes	241	Thumbed Down Track	22
629586	Maoli	4652	417245	Groovin	groovin-featuring-piilani-arias	294	Thumed Up Track	92
629586	Maoli	2844	104784	Whisper	whisper	75	Thumed Up Track	59
958371	Freezepop	6638	632487	Magnetic	magnetic	167	Autoplay	11
964587	Maggie McClure	8409	97701	Reset	reset	206	Album	15
262580	Jarren Benton	8422	368793	DJ (Skit)	dj-skit	164	Autoplay	53
262580	Jarren Benton	5916	688168	A Spacesuit & Parachute (feat. Aleon Craft)	spacesuit-parachute	46	All Artist Tracks	43
591910	Amy Janelle	8550	177273	Graduation	graduation	179	All Artist Tracks	14
591910	Amy Janelle	1642	954027	Elder Tree	elder-tree	145	Autoplay	16
441165	Beth Thornley	6975	228431	What the Heart Wants	what-heart-wants	186	Collections	27
344889	Lazerbeak	8350	955654	Foothills	foothills	233	Thumed Up Track	87
369688	Barry Flanagan	3814	997358	Rodeo Drive, Makawao	rodeo-drive-makawao	133	Album	100
285056	Jesus Adrian Romero	1256	698515	Mi Herencia	mi-herencia	190	Thumbed Down Track	74
285056	Jesus Adrian Romero	9839	523760	Solo Pienso en Ti	solo-pienso-en-ti	54	Playlist	57
285056	Jesus Adrian Romero	1728	693211	Como la Brisa	como-la-brisa	267	Thumbed Down Track	30
285056	Jesus Adrian Romero	7337	81402	Cantad Alegres	cantad-alegres-live	265	Thumed Up Track	82
285056	Jesus Adrian Romero	3617	200298	Este Día Especial	este-dia-especial	168	Autoplay	13
285056	Jesus Adrian Romero	8519	270599	Pan De Vida	pan-de-vida	42	Thumbed Down Track	80
110424	Moses Mayfield	1416	969105	Days Away	days-away	174	Autoplay	64
273361	Musical Spa	9234	905395	Through the Veil	through-veil	54	Collections	26
273361	Musical Spa	9169	628181	Reflections of Love	reflections-of-love	170	Autoplay	6
273361	Musical Spa	7463	883165	Santa Claus Is Coming	santa-claus-is-coming	84	Album	3
862591	Charlesworth	4702	47709	Dance of Lights	dance-of-lights	185	Thumed Up Track	88
862591	Charlesworth	2228	383340	The Journey	journey	90	Collections	13
144504	Grupo Control	2867	90048	Te Quiero Mucho Papa	te-quiero-mucho-papa	200	Autoplay	22
312239	Kevin Gordon	431	804168	Colfax	colfax	181	Thumed Up Track	18
958232	Zebrahead	4648	190547	Born to Lose	born-to-lose	62	Thumed Up Track	19
561009	Message to Venus	5375	679422	Cold & Grey	cold-grey	26	Autoplay	20
170622	Rocket Club	4750	347721	North Country	north-country	116	Autoplay	76
170622	Rocket Club	1770	383863	One of These Days	1-of-these-days	167	Thumed Up Track	3
390854	Fredrik	8115	226929	Vattenfront	vattenfront	217	Autoplay	7
390854	Fredrik	3029	58149	Rites of Spring	rites-of-spring	74	Collections	14
390854	Fredrik	4123	76990	Black Fur	black-fur	282	Thumbed Down Track	10
763777	Marissa Nadler	4891	208707	Wedding	wedding	217	Thumbed Down Track	40
567330	Disciple	6464	127019	Fear	fear	127	Autoplay	22
567330	Disciple	90	168351	Not the Same	not-same	299	Thumbed Down Track	37
567330	Disciple	8206	570183	Salt Lamp	salt-lamp	270	All Artist Tracks	21
615365	Ronald Jenkees	7472	838018	Neptune	neptune	80	Collections	96
615365	Ronald Jenkees	9662	640698	The Rocky Song Remixed	rocky-song-remixed	109	Station	31
615365	Ronald Jenkees	1124	656087	In Blue	in-blue	279	Collections	3
615365	Ronald Jenkees	3628	957493	With Water and Light	with-water-light	150	Playlist	67
764501	K's Choice	8753	8691	To This Day	to-this-day	191	Thumbed Down Track	79
764501	K's Choice	6142	573694	Dad	dad	197	Thumed Up Track	71
149204	Fireball Ministry	3785	434570	Thought It Out	thought-it-out	34	Collections	87
184562	The Ruse	8787	175743	Perfect World	perfect-world	292	Station	100
184562	The Ruse	2935	271027	Dance on Your Grave	dance-on-your-grave	166	Thumbed Down Track	81
897803	Tally Hall	3170	877189	The Trap	trap	91	Station	97
547200	Quiet Hounds	3294	282687	I Get Up	i-get-up	196	Thumed Up Track	84
214788	Timmy Curran	5264	924042	January	january	248	Thumbed Down Track	19
415130	Dominic Balli	3574	637311	We Are One	we-are-1	143	Thumed Up Track	87
712680	Ella Riot	790	296912	Replaceable	replaceable	64	Autoplay	9
256397	Cartel	2520	375781	Second Chances	2nd-chances	101	Thumed Up Track	40
256397	Cartel	5162	973062	Disconnect	disconnect	12	Thumed Up Track	75
301934	Casey Hurt	6081	320361	I'll Be Near	ill-be-near	16	All Artist Tracks	100
853338	Nena Leal	2429	89428	Velad Y Orad	velad-y-orad	27	Thumbed Down Track	90
853338	Nena Leal	2451	946130	Se Hizo Pobre	se-hizo-pobre	271	Thumed Up Track	44
253016	Holly Starr	7130	731984	This Love	this-love	176	Thumed Up Track	31
253016	Holly Starr	7203	81907	Run the Race	run-race	190	All Artist Tracks	80
201423	California Guitar Trio	2209	938660	Bohemian Rhapsody	bohemian-rhapsody	170	All Artist Tracks	48
201423	California Guitar Trio	8199	623818	Yamanashi Blues	yamanashi-blues	245	Playlist	35
201423	California Guitar Trio	7500	474201	Beeline	beeline	29	Collections	50
201423	California Guitar Trio	2673	325448	Carnival	carnival	61	Thumbed Down Track	55
201423	California Guitar Trio	4232	963136	Cosmo Calypso	cosmo-calypso	212	Playlist	61
201423	California Guitar Trio	7473	883680	Chacarera	chacarera	243	Station	22
666069	Michael Bernard Beckwith	9097	297061	Energetic Shapeshifter	energetic-shapeshifter	173	Playlist	89
826472	Joe Bongiorno	3377	722702	First Love	1st-love	168	All Artist Tracks	93
489504	Scribes	182	585462	Shinin' bright	shinin-bright	220	Album	15
743614	Divino	615	302711	Te Deseo Lo Mejor (feat. Baby Rasta)	te-deseo-lo-mejor	223	Station	99
511691	Implossion	7465	545591	Con El Corazón	con-el-corazon	198	Collections	90
902721	Lovedrug	689	718441	Salt Of The Earth	salt-of-earth	124	Thumbed Down Track	82
266878	Jawga Boyz	8008	754854	Ridin High	ridin-high	283	Station	43
266878	Jawga Boyz	1428	709416	This Far	this-far	66	Autoplay	100
266878	Jawga Boyz	7143	748149	Ridin in This Rig (feat. Dez)	ridin-in-this-rig	205	Station	87
357546	Bambu	6115	939090	Welcome to the Party	welcome-to-party	9	Collections	94
499906	Tim Barry	3774	934047	This November	this-november	232	Collections	91
499906	Tim Barry	1197	473004	Older and Poorer	older-poorer	166	Album	98
30228	Pet Lions	6074	765845	When I Grow Old	when-i-grow-old	111	Album	89
306674	Craig's Brother	2574	869604	Closure	closure	90	All Artist Tracks	58
320535	The Rich Kidz	1701	493128	Blind Hatin (feat. Feat. Wee Wee)	blind-hatin-feat-feat-wee-wee	199	Station	71
167773	Clayton Anderson	2642	646382	Beer Tastes Better On Friday	beer-tastes-better-on-friday	51	Thumbed Down Track	48
167773	Clayton Anderson	6164	198980	Ya'll Can Have This Town	yall-can-have-this-town	132	Playlist	83
110861	Sonic Youth	3679	723705	Brave Men Run (In My Family)	brave-men-run-in-my-family	79	Thumed Up Track	10
110861	Sonic Youth	8057	499419	Satan Is Boring	satan-is-boring	244	Thumed Up Track	11
589155	Bizzle	49	181541	Stand Up	stand-up	164	All Artist Tracks	35
589155	Bizzle	602	521549	Learn Today (feat. Mouthpi3ce & Sevin)	learn-today-feat-mouthpi3ce-sevin	130	Collections	86
589155	Bizzle	8318	938415	Did for Me (feat. Canton Jones & Crystal Tamar)	did-for-me-feat-canton-jones-crystal-tamar	74	Thumed Up Track	80
589155	Bizzle	3033	82739	Make Her the Mrs. (feat. Willie Moore Jr.)	make-her-mrs	53	Thumbed Down Track	86
589155	Bizzle	3813	74265	Get It In	get-it-in	37	Station	37
589155	Bizzle	1839	792582	Money Get Low	money-get-low	81	Thumed Up Track	46
110404	Sevin	5397	659825	4give Me (feat. Wordsmith)	4give-me-feat-wordsmith	56	All Artist Tracks	28
985484	Hopsin	6921	656352	Nocturnal Rainbows	nocturnal-rainbows	199	Album	2
948887	Cryptic Wisdom	6728	132493	Life After You (Produced By 2 Deep)	life-after-you	70	Station	98
947193	Carbon Leaf	8969	320071	Big Strong Man	big-strong-man-live	231	Thumed Up Track	81
947193	Carbon Leaf	9153	232694	Ghost Dragon Attacks Castle	ghost-dragon-attacks-castle	213	Station	35
947193	Carbon Leaf	2077	185263	Comfort	comfort	116	Autoplay	10
241455	Levi Riggs	6334	676627	Easy	easy	219	Autoplay	14
398546	Jack Off Jill	9803	892621	Star No Star	star-no-star	44	Playlist	36
398546	Jack Off Jill	403	420154	Clear Hearts Grey Flowers	clear-hearts-grey-flowers	77	Collections	55
398546	Jack Off Jill	7653	764638	Kringle	kringle	27	Album	95
422522	Sam Lachow	5567	155272	Swisher Sweet Dreams (feat. Ariana Deboo)	swisher-sweet-dreams-feat-ariana-deboo	246	Collections	59
422522	Sam Lachow	3784	463661	Got Soul (feat. Ariana Deboo)	got-soul	146	Album	27
362094	Secret Colours	1284	878809	It Can't Be Simple	it-cant-be-simple	264	Collections	71
287265	Greg Behrendt	2273	592259	Creepy Old Guy	creepy-old-guy	134	Album	67
287265	Greg Behrendt	4747	144869	Tattoos For Daddy	tattoos-for-daddy	263	Collections	51
287265	Greg Behrendt	2996	66413	Punk Rock Shops	punk-rock-shops	193	Autoplay	76
7027	Erik Friedlander	8516	631468	Alchemy	alchemy	88	Album	77
571132	Brazos	9269	521043	Kid	kid	176	Thumbed Down Track	81
968426	Johanna Kunin	6359	169816	Boat Song	boat-song	194	Autoplay	93
348031	Thousand Foot Krutch	4575	480918	Let the Sparks Fly (The Robbie Bronnimann Mix) [feat. Robbie Bronnimann]	let-sparks-fly-robbie-bronnimann-mix	144	Autoplay	11
348031	Thousand Foot Krutch	6142	91017	Born This Way (Live)	born-this-way-live	251	Album	70
348031	Thousand Foot Krutch	7354	193124	In My Room	in-my-room	7	Station	43
978623	Snowmine	9812	724548	Saucer Eyes	saucer-eyes	25	Station	17
837334	Melorman	9703	294257	Open Your Eyes	open-your-eyes	219	All Artist Tracks	29
573003	J. Dash	9179	186785	Wop (Official Version)	wop-official-version	86	Playlist	97
884788	Molly Nilsson	1498	153843	I Whisper In My Ear	i-whisper-in-my-ear	10	Playlist	20
701430	Danielle Parente	1336	788812	Nothing 'bout Love	nothing-bout-love	43	Thumed Up Track	95
530046	Owen Temple	8681	450510	Two Thousand Miles	2-thousand-miles	118	Station	40
530046	Owen Temple	9802	344760	You Don't Have to Be Lonely	you-dont-have-to-be-lonely	180	Thumed Up Track	71
530046	Owen Temple	2421	330551	One Day Closer to Rain	1-day-closer-to-rain	120	Station	5
530046	Owen Temple	5573	471513	Tennessee Highway	tennessee-highway	282	Thumed Up Track	52
794611	Alex Cuba	7883	304358	Si Pero No	si-pero-no	182	Station	19
794611	Alex Cuba	8528	36305	De Manera Que	de-manera-que	47	Collections	88
222986	Stick Figure	8299	350675	Dreamland	dreamland	101	All Artist Tracks	39
222986	Stick Figure	6287	820371	Heartland (Acoustic)	heartland-acoustic	67	Thumbed Down Track	71
222986	Stick Figure	9492	529783	Smokin' Love (feat. Collie Buddz)	smokin-love-feat-collie-buddz	142	Playlist	67
409565	Jetty Rae	8088	906324	Freedom	freedom	24	Station	26
443950	Gavin Mikhail	4352	272565	Who We Are	who-we-are	161	Thumed Up Track	69
224917	Among Thorns	7479	880090	Come Holy Spirit	come-holy-spirit	288	All Artist Tracks	59
593319	Jace Everett	4339	678473	Angry Hostile Ugly	angry-hostile-ugly	287	Playlist	64
593319	Jace Everett	6757	310387	Possession	possessions	106	Thumbed Down Track	96
593319	Jace Everett	3776	190031	Bad Things (Theme from "True Blood")	bad-things	11	Thumbed Down Track	83
593319	Jace Everett	2876	63555	Rise Up	rise-up	148	Thumbed Down Track	73
607160	Black Lab	7297	960272	Learn To Crawl	learn-to-crawl	294	Thumed Up Track	56
683150	Jamestown Story	6400	466618	Waking Up	waking-up	227	Autoplay	50
327121	Big Gigantic	9569	794789	Blue Dream	blue-dream	153	Station	6
468164	Herrick	1961	733547	You Don't Know What Love Is	you-dont-know-what-love-is	65	Thumed Up Track	72
876829	Melo Kan	8622	724755	You Don't Like (feat. Kendrick Lamar)	you-dont-like	212	Collections	100
329509	Otros Aires	1011	613190	Quisiera Que Estes Conmigo	quisiera-que-estes-conmigo	120	Collections	36
329509	Otros Aires	8908	808866	La Otra Orilla	la-otra-orrilla	73	Thumbed Down Track	31
963503	Dustin Hatzenbuhler	9287	795612	Love Me Until Tomorrow	love-me-until-tomorrow	263	Thumed Up Track	2
2336	Caseroloops	2459	90131	Me Despido	me-despido	185	Thumbed Down Track	13
935201	Blue Riddim	581	871343	Twisting the Night Away	twisting-night-away	40	Album	78
894893	The New Regime	702	336757	This Is a New World	this-is-new-world	186	Station	46
894893	The New Regime	5887	64226	We Rise, We Fall	we-rise-we-fall	202	Album	51
678997	Andrew Belle	1889	248617	The Ladder - Live (Bonus Track)	ladder-live	21	Station	100
678997	Andrew Belle	7838	391663	Static Waves	static-waves	204	Collections	56
678997	Andrew Belle	8911	529933	T R N T	t-r-n-t	79	Station	49
996275	Beckah Shae	3526	679722	Holy	holy	124	Thumbed Down Track	6
996275	Beckah Shae	5163	540192	Gold	gold	117	Album	22
996275	Beckah Shae	1389	570169	My All (feat. T-Bone)	my-all	276	Playlist	19
996275	Beckah Shae	6435	181368	I'll Be Alright	ill-be-alright	214	Collections	44
996275	Beckah Shae	3777	109159	Here In This Moment	here-in-this-moment	17	All Artist Tracks	40
653969	Nothing More	6344	957868	Salem (Burn the Witch)	salem	281	Playlist	33
653969	Nothing More	9216	578865	Waiting On Rain	waiting-on-rain	114	Station	1
380617	Observer Drift	2933	368538	Thousands of Days	thousands-of-days	156	Thumbed Down Track	96
867884	Sol	6979	934314	Yours Truly	yours-truly	205	Thumed Up Track	69
867884	Sol	1911	871775	Jump In	jump-in	83	All Artist Tracks	77
823451	Getter Jaani	7292	860458	Rockefeller Street	rockefeller-street	75	Collections	56
189445	Manic Bloom	2648	689159	In Loving Memory	in-loving-memory	42	Album	2
211489	The Cat Empire	6331	35029	In My Pocket	in-my-pocket	72	Playlist	27
211489	The Cat Empire	87	743027	Lullaby	lullaby	17	Album	67
341783	Sharon Needles	518	31217	This Club Is a Haunted House (feat. Ru Paul)	this-club-is-haunted-house	114	Thumed Up Track	1
358730	Ross David	5891	245561	Butterfly	butterfly	188	Playlist	71
358730	Ross David	3307	671027	Heart Breaker	heart-breaker	276	Collections	10
645173	Griffin House	8005	990575	Colleen	colleen	178	Thumbed Down Track	95
476410	Lifeformed	5145	219627	Upside Down Stalagmite	upside-down-stalagmite	271	Album	72
724064	Foxtails Brigade	478	722999	Afterglow	afterglow	228	Autoplay	21
46298	Ernesto Cortazar	9636	202522	Missing You	missing-you	245	Autoplay	49
46298	Ernesto Cortazar	4297	188166	Good Morning My Love	good-morning-my-love	151	Playlist	85
46298	Ernesto Cortazar	7298	806928	My First Love	my-1st-love	48	All Artist Tracks	43
46298	Ernesto Cortazar	3254	557433	A Moment You Will Always Remember	moment-you-will-always-remember	72	Autoplay	4
46298	Ernesto Cortazar	5737	200740	Contigo a La Distancia	contigo-la-distancia	276	Thumed Up Track	76
46298	Ernesto Cortazar	4210	893236	Seguire Mi Viaje - Sabor a MI	seguire-mi-viaje-sabor-mi	4	Autoplay	35
46298	Ernesto Cortazar	8048	895492	River of Dreams	river-of-dreams	129	Collections	85
46298	Ernesto Cortazar	1945	954769	Intimate Liaison	intimate-liaison	118	Thumbed Down Track	7
46298	Ernesto Cortazar	5064	272230	Running Free	running-free	274	Playlist	4
46298	Ernesto Cortazar	3463	886690	Dancing on the Clouds	dancing-on-clouds	277	Thumed Up Track	35
46298	Ernesto Cortazar	2388	602200	Forever You and I	forever-you-i	195	Thumbed Down Track	6
46298	Ernesto Cortazar	4669	843431	Days of Innocence	days-of-innocence	118	Playlist	10
46298	Ernesto Cortazar	6545	637137	Mother	mother	107	Thumed Up Track	68
46298	Ernesto Cortazar	4476	62425	El Triste	el-triste	193	Station	100
46298	Ernesto Cortazar	3860	663440	So Sad to Say Goodbye	so-sad-to-say-goodbye	225	All Artist Tracks	2
46298	Ernesto Cortazar	5253	769869	Humble Confession	humble-confession	74	All Artist Tracks	16
46298	Ernesto Cortazar	9208	795215	As the Sun Rises	as-sun-rises	19	Playlist	60
46298	Ernesto Cortazar	5176	233041	Morelia's Waltz	morelias-waltz	109	Autoplay	81
460348	The Brobecks	6560	110803	Boring	boring	194	Thumbed Down Track	45
610281	Wood & Wire	9061	142024	Overblown	overblown	197	All Artist Tracks	72
610281	Wood & Wire	3099	663285	Anne Marie	anne-marie	53	Collections	76
610281	Wood & Wire	4153	597341	The Sea Wall	sea-wall	210	Playlist	8
528474	We Are Voices	6638	937414	Fighting Fires	fighting-fires	110	Station	76
384396	The Veragroove	2309	855540	Yah Lives!	yah-lives	253	Collections	29
933013	Christafari	6415	810732	Here I Am to Worship (Performance Track)	here-i-am-to-worship-performance-track	252	Thumed Up Track	1
933013	Christafari	5386	86170	Armageddon	armageddon	300	Station	31
933013	Christafari	4542	945619	Preach the Gospel (Instrumental)	preach-gospel-instrumental	131	Thumbed Down Track	88
933013	Christafari	3335	593094	Visionary Dub	visionary-dub	289	Album	70
712616	Avion Blackman	5372	908911	Sweet Life	sweet-life	34	Album	95
40174	Solomon Jabby	1809	787593	Ready or Not (feat. Christafari)	ready-or-not-feat-christafari	185	All Artist Tracks	25
396436	Flight Crash Companion	1828	702190	Julian English	julian-english	284	Thumbed Down Track	13
396436	Flight Crash Companion	9706	854709	Teenage Tongues	teenage-tongues	209	Playlist	17
396436	Flight Crash Companion	3864	297140	Blackmarket Heart Attack	blackmarket-heart-attack	269	Collections	41
396436	Flight Crash Companion	8193	618944	They Tried to Break You [2005]	they-tried-to-break-you-2005	169	Thumbed Down Track	67
254973	Matt Simons	8408	246059	Living Proof	living-proof	232	Thumbed Down Track	37
723754	Esteman	430	787679	True Love (feat. Monsieur Periné & Juan Pablo Vega)	true-love	69	Collections	58
605953	Pettidee	2328	130852	Blood Shed	blood-shed	272	Station	68
605953	Pettidee	1956	724106	Don't Wait	dont-wait	46	Playlist	59
605953	Pettidee	500	482493	Low Man - Pzilla Beatz	low-man-pzilla-beatz	55	Album	36
697542	Gangstagrass	8312	351134	Long Hard Times to Come (feat. T.O.n.E Z)	long-hard-times-to-come-feat-tone-z	32	Playlist	73
685176	Green River Ordinance	4094	793292	New Day	new-day	104	Thumed Up Track	37
41314	Carolyn Dawn Johnson	2980	905186	Into You	into-you	149	All Artist Tracks	68
581414	Kinetics & One Love	8896	480777	Sign Language (feat. Wynter Gordon)	sign-language-feat-wynter-gordon	111	Station	69
911889	Nitty Scott, MC	2240	138702	Strangers	strangers	89	Thumed Up Track	26
2115	JC Flow	3356	658970	Levitate (feat. DJ Phinisey & a.K.A.)	levitate-feat-dj-phinisey-aka	111	Collections	38
405789	Redtenbacher's Funkestra	9080	251829	We Wish You a Merry Jingle Bells Christmas	we-wish-you-merry-jingle-bells-christmas	120	Thumed Up Track	88
349714	Eric James & The New Century	111	61041	Daylight	daylight	228	Collections	1
64442	Candy Coburn	1998	85233	Wrecking Ball	wrecking-ball	86	Album	42
877334	Todd Fritsch	9196	736891	First Date (For The Last Time)	1st-date-for-last-time	184	Station	15
877334	Todd Fritsch	1999	202992	Tequila Tells	tequila-tells	156	All Artist Tracks	98
364717	Rocky Rivera	4439	273994	Not Ez	not-ez-feat-jazz-mafia	51	Playlist	91
363563	Dumbfoundead	918	416104	10 Rounds	10-rounds	200	All Artist Tracks	80
44160	Ruby Ibarra	8438	867467	Us (feat. Rocky Rivera, Klassy & Faith Santilla)	us-feat-rocky-rivera-klassy-faith-santilla	34	Autoplay	99
75963	Sanders Bohlke	5118	338541	Death Is Like a Beating Drum	death-is-like-beating-drum	248	Thumbed Down Track	42
75963	Sanders Bohlke	1446	844842	Lovesick Misery	lovesick-misery	222	Album	60
75963	Sanders Bohlke	5643	587646	Caroline	caroline	193	Collections	91
