fake_artist_id	artist_name	fake_track_id	track_title	date_time	elapsed_seconds	play_source	fake_listener_id
164904	Michael Silverman	11328	Keys to the City	2019-02-08 2:59:28	109	Station	92
33717	Beethoven Consort	938126	Fur Elise	2019-02-08 13:2:56	62	Album	7
732164	Ford Turrell	146479	It's Like Love	2019-02-08 22:56:52	131	Autoplay	47
532760	Parachute Band	720638	Everything	2019-02-08 18:44:20	1	Station	90
900489	The Clarks	175389	Madeline	2019-02-08 5:8:31	4	Autoplay	49
900489	The Clarks	782746	Maybe	2019-02-08 12:59:12	136	Autoplay	67
900489	The Clarks	913307	Restless Days	2019-02-08 18:32:28	176	Thumbed Up Track	81
750271	Bryon Friedman	643001	Tragic Girl	2019-02-08 7:7:12	111	Collections	51
820800	Phillip Roebuck	87866	In the Hole	2019-02-08 5:42:30	3	Thumbed Down Track	46
384187	Alberto Cortez	902419	Las Palmeras (Alberto Cortez Y La Martirio)	2019-02-08 13:15:37	9	Collections	17
384187	Alberto Cortez	674439	Distancia (Alberto Cortez Y Mercedes Sosa)	2019-02-08 9:29:10	187	Autoplay	80
384187	Alberto Cortez	757714	Ella No Dice Nada	2019-02-08 0:3:57	5	Autoplay	6
377899	Close Enough	7345	Noize	2019-02-08 14:44:20	247	Autoplay	5
377899	Close Enough	453104	Wait	2019-02-08 12:6:22	253	All Artist Tracks	18
866545	Anesthesia	71309	Megan	2019-02-08 10:9:44	230	Station	5
53780	Nine Inch Nails	167058	35 Ghosts IV	2019-02-08 1:1:58	183	Collections	74
165287	Redd Volkaert	401230	The Letter	2019-02-08 2:38:33	194	Thumbed Down Track	43
345752	Bif Naked	833545	Lucky	2019-02-08 20:4:43	276	Thumbed Up Track	90
345752	Bif Naked	701373	Chotee	2019-02-08 16:5:10	139	Station	4
728230	Maduro	292460	Chasing Dragons	2019-02-08 21:46:54	247	Album	88
317196	Moving Mountains	428494	8105	2019-02-08 0:3:49	288	Playlist	10
434427	Sworn	12816	Renew	2019-02-08 11:19:19	218	Thumbed Up Track	25
357006	Sheila Romero	26546	Vivo Por El	2019-02-08 17:52:56	253	All Artist Tracks	15
59957	Manafest	611811	Fearless (feat. Alicia Simila)	2019-02-08 21:26:56	164	Playlist	36
59957	Manafest	320448	Find a Way to Fight (Doug Weier Remix)	2019-02-08 8:34:21	161	Collections	86
144702	Emily Wells	215423	Symphony 5 Was a Surprise	2019-02-08 14:36:36	1	Thumbed Up Track	71
493347	Cliff Hillis	558001	Dashboard	2019-02-08 13:6:50	223	Station	75
869155	J Boog	631796	Ganja Farmer	2019-02-08 21:44:31	249	Autoplay	10
935522	Godhead	949157	Hey You	2019-02-08 10:39:14	52	Collections	89
441500	Jesse Ruben	356123	If I Only Had a Heart	2019-02-08 2:30:1	19	Collections	37
179322	Jon Peter Lewis	229325	Turn to Grey	2019-02-08 23:49:0	12	Thumbed Up Track	13
916364	We Are The Union	476438	Ourcore	2019-02-08 14:40:20	193	All Artist Tracks	98
9308	Girl Talk	666998	Bang This In the Club	2019-02-08 20:42:18	141	Collections	99
604484	Rhema Soul	534722	Boom Box	2019-02-08 0:52:30	147	Collections	35
604484	Rhema Soul	208854	Let Me Live	2019-02-08 10:47:45	193	Playlist	79
604484	Rhema Soul	752442	Sky's Not the Limit Ft. Eddienigma	2019-02-08 20:40:10	215	Autoplay	56
442146	Burning Spear	702407	Hello Rastaman	2019-02-08 0:46:50	285	Thumbed Up Track	97
442146	Burning Spear	509154	Unreleased Original Reservation (Dub Mix)*	2019-02-08 2:18:36	72	All Artist Tracks	66
442146	Burning Spear	989494	Friends	2019-02-08 22:47:17	93	Playlist	71
442146	Burning Spear	464892	Rastaman (Ext Mix)	2019-02-08 6:49:22	61	All Artist Tracks	77
442146	Burning Spear	581950	Remember	2019-02-08 13:42:15	188	Thumbed Up Track	7
442146	Burning Spear	172223	Hey Dready	2019-02-08 7:47:38	79	Playlist	67
442146	Burning Spear	614280	Jah Nuh Dead	2019-02-08 15:14:26	151	Collections	76
442146	Burning Spear	785687	Nyah Keith	2019-02-08 9:29:12	1	Playlist	98
442146	Burning Spear	339190	Jah No Dead	2019-02-08 13:37:32	75	Station	82
442146	Burning Spear	929564	The Youths	2019-02-08 12:30:30	208	Playlist	81
442146	Burning Spear	326649	Mistress Music	2019-02-08 2:36:41	223	Collections	54
442146	Burning Spear	230131	One Or Two	2019-02-08 9:55:2	59	Playlist	86
645415	Na Kama	582201	Nohea No ' Oe	2019-02-08 16:21:41	134	Thumbed Up Track	66
645415	Na Kama	309601	E Koa'e E	2019-02-08 17:3:43	200	Thumbed Up Track	68
645415	Na Kama	979166	Ka Nani Mae ' Ole	2019-02-08 22:28:37	102	Album	31
885092	Sleeperstar	733080	Can't Escape Your Eyes	2019-02-08 8:4:57	267	Thumbed Down Track	10
139049	Sweatshop Union	466965	On the Sly	2019-02-08 4:20:59	50	Playlist	48
139049	Sweatshop Union	330355	Union Dues	2019-02-08 22:52:54	14	Station	62
139049	Sweatshop Union	465868	Breath	2019-02-08 3:3:53	153	Thumbed Up Track	80
379936	Brandon Jarod	505164	Red Hearts	2019-02-08 5:41:10	88	Playlist	11
462756	The Supreme General	473927	Money Talks	2019-02-08 8:46:23	25	Autoplay	65
396694	Shane Yellowbird	447547	Between You And Me	2019-02-08 15:25:49	80	Album	71
694153	Tyrone Wells	310349	Happy as the Sun	2019-02-08 7:38:18	46	Thumbed Down Track	90
694153	Tyrone Wells	731257	Make It Through	2019-02-08 15:25:33	204	Thumbed Down Track	100
694153	Tyrone Wells	913220	Roll With It	2019-02-08 9:10:57	89	All Artist Tracks	82
83397	Sugarcult	997814	Champagne	2019-02-08 21:23:59	176	Station	58
83397	Sugarcult	284788	Over	2019-02-08 0:19:0	204	Autoplay	26
550877	Maoli	484173	Love Song	2019-02-08 9:43:19	202	Collections	69
550877	Maoli	651458	Mind's At Ease	2019-02-08 20:5:45	61	Autoplay	87
550877	Maoli	257836	Love Me	2019-02-08 15:40:45	175	Album	41
899578	Nick Norman	301830	Cheap Cocaine	2019-02-08 3:57:26	108	Thumbed Up Track	44
899578	Nick Norman	181213	Hey Cheater	2019-02-08 21:31:1	109	Thumbed Up Track	12
510446	Mike Burke	96626	Sleeping to Dream	2019-02-08 3:16:5	200	Thumbed Down Track	33
384554	Jarren Benton	865283	Nostrils Full of That Eddie Cane	2019-02-08 3:43:34	186	Autoplay	68
83536	Amy Janelle	693968	Enchantment	2019-02-08 1:27:22	43	Station	13
83536	Amy Janelle	879070	The Sun Dance	2019-02-08 23:18:56	3	Station	69
83536	Amy Janelle	139142	Sing Me Awake (Hailey's Song)	2019-02-08 0:53:39	176	Station	66
887994	Cassino	900967	Ghost	2019-02-08 8:17:2	55	Album	7
980975	Jesus Adrian Romero	642325	Solo Pienso en Ti	2019-02-08 5:50:5	238	Playlist	27
980975	Jesus Adrian Romero	959814	Escalera Con Las Nubes	2019-02-08 5:49:45	263	All Artist Tracks	9
980975	Jesus Adrian Romero	554200	Jesús El Señor	2019-02-08 3:32:48	254	All Artist Tracks	42
980975	Jesus Adrian Romero	551553	No Hay Argumento	2019-02-08 13:30:7	12	Thumbed Down Track	99
980975	Jesus Adrian Romero	781390	A Sus Pies	2019-02-08 20:49:8	163	Station	23
980975	Jesus Adrian Romero	108343	Pan De Vida	2019-02-08 8:52:45	258	Album	40
980975	Jesus Adrian Romero	429488	Tal Como Soy	2019-02-08 17:13:22	233	Collections	58
487561	Moses Mayfield	562558	Element	2019-02-08 6:13:32	261	Thumbed Up Track	17
487561	Moses Mayfield	565559	The Inside	2019-02-08 2:4:29	73	Station	72
487561	Moses Mayfield	4540	Modern Rarity	2019-02-08 11:36:49	144	Collections	11
906338	Musical Spa	835709	Need You Now	2019-02-08 3:39:49	158	Thumbed Up Track	34
906338	Musical Spa	328557	Reflections	2019-02-08 3:16:16	108	Station	42
906338	Musical Spa	835683	The Doors of Himalaya	2019-02-08 23:29:28	291	Collections	86
906338	Musical Spa	906943	The First Noel	2019-02-08 11:50:6	103	Album	2
298092	Josh Rouse	315416	Start Again (Unreleased Demo)	2019-02-08 11:32:3	298	Thumbed Up Track	7
993810	Paper Tiger	711259	Palace	2019-02-08 15:57:56	274	All Artist Tracks	86
993810	Paper Tiger	61130	The Tarrio	2019-02-08 9:8:30	263	Autoplay	67
126279	Grupo Control	50611	La Güera Salomé	2019-02-08 12:8:29	118	Collections	84
47856	Zebrahead	347735	Now or Never	2019-02-08 23:55:42	162	Collections	38
47856	Zebrahead	425569	Until the Sun Comes Up	2019-02-08 18:50:33	81	Thumbed Up Track	23
47856	Zebrahead	106982	Worse Than This	2019-02-08 3:39:17	41	Album	13
47856	Zebrahead	534298	Keep It to Myself	2019-02-08 22:23:11	3	Autoplay	74
47856	Zebrahead	152434	Save Your Breath	2019-02-08 7:6:27	84	Album	26
47856	Zebrahead	999409	Kings of the Here and Now	2019-02-08 19:26:14	197	All Artist Tracks	81
326763	Fredrik	654448	Holm	2019-02-08 16:13:8	256	All Artist Tracks	8
746713	Marissa Nadler	963455	Puppet Master	2019-02-08 6:38:17	1	Playlist	39
746713	Marissa Nadler	453512	In The Time Of The Lorry Low	2019-02-08 4:8:22	206	Album	16
815292	Disciple	979010	Face	2019-02-08 10:58:21	169	Autoplay	73
815292	Disciple	487731	Angels & Demons	2019-02-08 3:11:8	218	All Artist Tracks	89
216396	Ronald Jenkees	576080	Alpha Numeric	2019-02-08 0:44:30	144	Thumbed Up Track	25
843401	K's Choice	540211	Cocoon Crash	2019-02-08 5:50:53	155	Collections	97
843401	K's Choice	56474	Virgin State of Mind	2019-02-08 0:11:56	55	Playlist	99
626525	Fireball Ministry	327803	Thought It Out	2019-02-08 6:34:6	183	Station	11
176051	Voice Male	123762	Lord, I Would Follow Thee	2019-02-08 11:58:32	95	Album	95
203707	Glenn Aitken	718286	Amaze Me	2019-02-08 8:29:15	263	Thumbed Up Track	55
203707	Glenn Aitken	386477	All This Time	2019-02-08 3:38:13	191	Collections	87
185427	Tally Hall	253166	Two Wuv	2019-02-08 4:20:55	109	Album	8
411534	Quiet Hounds	108993	Good Bones	2019-02-08 5:48:2	79	Autoplay	43
447415	Timmy Curran	352679	Blue Eyes	2019-02-08 9:13:46	13	Playlist	30
639155	We Became Actors	917316	Cause A Scene	2019-02-08 23:25:25	79	Thumbed Up Track	59
801993	Dave Patten	605741	Think!	2019-02-08 2:51:26	241	Thumbed Up Track	85
389605	Dominic Balli	946311	Favela (feat. Nengo Vieira)	2019-02-08 22:54:8	123	Autoplay	57
95531	Ella Riot	248967	Just One Way	2019-02-08 3:19:0	208	Thumbed Up Track	1
383037	Cody Jinks	373364	What Else Is New	2019-02-08 2:40:39	7	Thumbed Up Track	58
908414	Casey Hurt	539702	Family	2019-02-08 0:18:18	85	Album	25
25974	Nena Leal	373583	Estoy Orando Por Ti	2019-02-08 10:42:19	198	Playlist	25
25974	Nena Leal	158398	Hasta Luego	2019-02-08 12:7:39	267	Station	29
25974	Nena Leal	373120	Raíces	2019-02-08 14:57:44	163	All Artist Tracks	7
187871	Holly Starr	69729	Come Close	2019-02-08 17:33:38	184	Station	64
187871	Holly Starr	495502	I Believe (Performance Track)	2019-02-08 6:22:17	56	Collections	3
571420	California Guitar Trio	377599	Yamanashi Blues	2019-02-08 5:53:50	61	Album	91
571420	California Guitar Trio	559598	Allegro Con Brio, Symphony No. 5	2019-02-08 15:10:21	126	Autoplay	83
571420	California Guitar Trio	841499	Claymont Waltz	2019-02-08 17:47:22	46	Thumbed Up Track	77
386702	Michael Bernard Beckwith	125446	Who Loves You, Baby	2019-02-08 11:1:10	199	Autoplay	98
421472	Mary Sparks	106525	Flight of Enchantment	2019-02-08 6:20:13	54	All Artist Tracks	24
190749	Joe Bongiorno	10791	Walk With Me	2019-02-08 11:16:26	26	Thumbed Up Track	51
190749	Joe Bongiorno	941198	Mystical	2019-02-08 17:45:59	266	Album	98
190749	Joe Bongiorno	425990	Rise and Shine	2019-02-08 7:42:43	288	All Artist Tracks	22
190749	Joe Bongiorno	570421	Silent Night	2019-02-08 15:38:14	81	Station	38
505987	Divino	638500	Si Tu Supieras	2019-02-08 0:50:2	153	Thumbed Up Track	81
600101	Hard Proof	295176	Stolen Goods	2019-02-08 9:55:39	166	Thumbed Down Track	84
150067	Justin Rizzo	505326	Found Faithful	2019-02-08 6:35:25	253	Autoplay	29
150067	Justin Rizzo	351824	Momentary Light Afflcition	2019-02-08 22:1:47	201	Collections	27
870925	Tim Barry	364570	Driver Pull	2019-02-08 16:58:49	20	Thumbed Down Track	77
870925	Tim Barry	254042	Hobo Lullaby	2019-02-08 6:18:34	1	Collections	79
870925	Tim Barry	604855	Exit Wounds	2019-02-08 6:26:45	225	Thumbed Up Track	96
870925	Tim Barry	872380	Cardinal In Red Bed	2019-02-08 17:40:24	62	Autoplay	41
870925	Tim Barry	117068	Prosser's Gabriel	2019-02-08 21:12:11	232	Thumbed Up Track	82
870925	Tim Barry	223528	Short G'bye	2019-02-08 15:54:7	64	Station	40
870925	Tim Barry	211518	(Memento Mori)	2019-02-08 1:11:2	137	Album	57
870925	Tim Barry	914436	Walk 500 Miles (Live)	2019-02-08 4:13:8	167	Thumbed Up Track	82
870925	Tim Barry	912640	I'm Only Passing Through	2019-02-08 8:21:54	277	Thumbed Down Track	43
141795	00tz 00tz	978109	The Haunt	2019-02-08 9:12:44	67	Album	54
141795	00tz 00tz	100750	Tonight (We Die Together)	2019-02-08 8:27:24	95	Album	86
945068	Clayton Anderson	446921	Ya'll Can Have This Town	2019-02-08 9:22:15	197	Autoplay	28
36127	From A Second Story Window	555977	Mourning For Morning	2019-02-08 0:47:12	260	Station	62
65198	The Rocket Summer	582374	Saturday	2019-02-08 5:47:2	119	Station	56
339111	Elina	163738	Ache For You	2019-02-08 6:33:37	209	Station	100
944010	Sonic Youth	413791	Stereo Sanctity	2019-02-08 10:58:17	7	Thumbed Up Track	5
944010	Sonic Youth	4788	Candle	2019-02-08 8:51:37	254	Autoplay	8
223287	Sims	304862	In My Sleep	2019-02-08 2:30:58	262	Collections	28
223287	Sims	762176	Weight	2019-02-08 9:7:31	51	Collections	12
223287	Sims	648903	Mad Night	2019-02-08 21:6:43	69	All Artist Tracks	7
411650	Bizzle	64050	Tough Love Intro	2019-02-08 13:22:17	271	Album	67
411650	Bizzle	833502	Don't Throw It	2019-02-08 16:46:11	4	Collections	81
411650	Bizzle	773427	Gotta Seek Change (feat. Sevin)	2019-02-08 7:33:51	291	Thumbed Down Track	64
411650	Bizzle	549911	Lead Me (feat. Willie Moore Jr.)	2019-02-08 3:58:59	195	Playlist	93
411650	Bizzle	838439	Tomorrow (No Win)	2019-02-08 11:50:46	267	Playlist	60
411650	Bizzle	396029	Protocol	2019-02-08 7:55:45	21	Album	97
411650	Bizzle	160999	Knock off Love (feat. Jonathan MC Reynolds)	2019-02-08 21:29:48	37	Station	78
411650	Bizzle	855822	All I Know Pt. 2 (feat. Kb)	2019-02-08 10:32:57	13	Album	36
411650	Bizzle	166609	Lit Lit	2019-02-08 2:17:31	45	Playlist	90
411650	Bizzle	2354	Warriors	2019-02-08 7:2:7	116	Station	75
110260	Sevin	156388	Radar	2019-02-08 5:36:42	299	Thumbed Up Track	22
110260	Sevin	116067	99 (feat. Sevin Duce)	2019-02-08 12:0:40	141	Playlist	59
603436	Cryptic Wisdom	528021	I'm Gone (Produced By 2 Deep)	2019-02-08 17:5:11	222	Album	91
493828	Carbon Leaf	28945	Wandrin' Around	2019-02-08 11:22:45	93	Playlist	74
493828	Carbon Leaf	934179	The Donnybrook Affair	2019-02-08 11:54:38	69	Album	54
184333	Levi Riggs	767346	Easy	2019-02-08 20:6:26	155	Autoplay	11
112202	Jenny & Tyler	574553	The Scientist	2019-02-08 3:59:53	63	Album	56
278256	Brazos	412981	Avignon	2019-02-08 14:49:13	110	All Artist Tracks	55
895019	Johanna Kunin	382656	Mobius Waves	2019-02-08 14:25:7	6	Thumbed Up Track	52
895019	Johanna Kunin	342785	Tread Softly	2019-02-08 6:23:8	64	Autoplay	10
765527	Thousand Foot Krutch	925359	A Different Kind of Dynamite	2019-02-08 20:25:16	231	Playlist	58
765527	Thousand Foot Krutch	221680	Courtesy Call (Live)	2019-02-08 23:32:39	9	Collections	53
779547	Marc Broussard	902809	Just Like That	2019-02-08 20:0:1	137	Station	81
326976	Snowmine	364706	Hologram	2019-02-08 23:3:26	86	Autoplay	4
232333	Melorman	822047	Celia	2019-02-08 0:10:29	123	Album	96
729229	J. Dash	951250	Wop (Official Version)	2019-02-08 1:53:1	84	Playlist	16
641183	Rick Pino	109731	Burn For You	2019-02-08 5:26:9	60	All Artist Tracks	74
641183	Rick Pino	73174	Spirit of Elijah	2019-02-08 23:36:38	281	Station	85
641183	Rick Pino	674280	The Wheel of God	2019-02-08 0:20:7	53	Thumbed Down Track	69
989897	Tyler Ward	833417	The Way We Are	2019-02-08 18:48:22	109	Thumbed Up Track	59
894920	Molly Nilsson	417470	Hotel Home	2019-02-08 23:21:22	86	Autoplay	85
894920	Molly Nilsson	428550	Last Forever	2019-02-08 0:17:24	291	Station	1
101680	Danielle Parente	282797	Frostbitten	2019-02-08 14:9:27	70	Thumbed Down Track	19
802705	Malacates Trebol Shop	38004	Quisiera	2019-02-08 5:1:56	147	Autoplay	43
568127	Alex Cuba	307631	Como Amigos	2019-02-08 20:18:8	95	Collections	36
568127	Alex Cuba	906188	Agua Del Pozo	2019-02-08 8:10:29	167	Thumbed Up Track	17
756652	Stick Figure	154997	Burial Ground	2019-02-08 7:41:49	237	Thumbed Down Track	21
756652	Stick Figure	98413	Shelter	2019-02-08 1:7:31	48	Thumbed Up Track	89
756652	Stick Figure	532878	One of Those Days	2019-02-08 15:49:17	248	Autoplay	15
702500	Jetty Rae	751499	Gualamina	2019-02-08 8:8:25	79	Station	29
702500	Jetty Rae	518205	Puff the Magic Dragon	2019-02-08 20:4:46	20	Station	73
702500	Jetty Rae	229375	Christmas Kiss	2019-02-08 1:31:38	20	Autoplay	79
562700	Gavin Mikhail	233712	Banner Years	2019-02-08 2:23:37	93	Thumbed Down Track	72
444321	They Might Be Giants	342012	Share a Story	2019-02-08 18:47:21	116	Station	100
953848	Jace Everett	409813	Green or Blue	2019-02-08 9:15:58	181	Playlist	3
765881	Beat Connection	729583	Invisible Cities	2019-02-08 23:29:14	175	Thumbed Up Track	8
63771	Black Lab	121765	Sun and Moon	2019-02-08 3:4:3	24	Thumbed Up Track	24
63771	Black Lab	837566	River of Joy	2019-02-08 6:6:25	179	Thumbed Down Track	90
711857	Jamestown Story	508959	Scarred	2019-02-08 15:58:2	207	Thumbed Down Track	50
872166	Big Gigantic	575582	Shooting Stars	2019-02-08 15:16:32	195	All Artist Tracks	81
830869	Herrick	691686	Hey Savanna	2019-02-08 11:34:48	182	Station	11
830869	Herrick	888735	What I Want	2019-02-08 13:27:59	91	Station	74
545265	Otros Aires	17121	Aquel Muchacho Bueno	2019-02-08 16:20:26	69	Playlist	95
545265	Otros Aires	280525	Otro Puente Alsina	2019-02-08 1:22:51	239	Thumbed Down Track	37
625065	Dustin Hatzenbuhler	675389	No Reason Why	2019-02-08 17:30:18	197	All Artist Tracks	49
844689	Caseroloops	537134	A Ti Te Molesta	2019-02-08 6:27:30	102	Thumbed Up Track	66
523365	Gemini Club	447313	Cassini Mission	2019-02-08 8:6:32	99	Playlist	94
737876	Above Only	763977	Forever With You	2019-02-08 14:28:16	112	Playlist	82
532074	Andrew Belle	830522	The Ladder - Live (Bonus Track)	2019-02-08 23:55:31	63	Thumbed Down Track	82
532074	Andrew Belle	216802	The Enemy	2019-02-08 7:36:19	239	All Artist Tracks	60
532074	Andrew Belle	706573	Dive Deep	2019-02-08 4:25:30	265	Thumbed Down Track	66
312232	Beckah Shae	567745	Champion	2019-02-08 19:48:38	184	Thumbed Up Track	36
312232	Beckah Shae	176336	See Ya Soon	2019-02-08 6:45:59	35	Thumbed Up Track	30
312232	Beckah Shae	55925	Comfort Me	2019-02-08 16:48:21	245	All Artist Tracks	39
677391	Hoku Zuttermeister	734954	Na Pua Lei Ilima	2019-02-08 16:4:27	51	Playlist	74
420317	Born Without Bones	271334	Falling Asleep	2019-02-08 23:25:20	231	Thumbed Up Track	93
420317	Born Without Bones	784983	Sync	2019-02-08 8:25:23	166	Autoplay	40
942006	Sol	639892	Headspace Traveler	2019-02-08 19:20:17	147	Album	86
905840	Flagship Romance	672742	Mother Sun (Demo) [Bonus Track]	2019-02-08 0:45:27	115	Collections	32
331193	The Cat Empire	44716	The Car Song	2019-02-08 20:4:17	184	Thumbed Down Track	26
331193	The Cat Empire	787464	Protons, Neutrons, Electrons	2019-02-08 19:23:27	284	Thumbed Down Track	66
331193	The Cat Empire	141199	Won't Be Afraid	2019-02-08 6:48:51	153	Station	38
331193	The Cat Empire	92124	Prophets in the Sky (Live at the Royal Albert Hall)	2019-02-08 7:0:5	23	Collections	96
331193	The Cat Empire	385739	Two Shoes (Live at Woodford Folk Festival)	2019-02-08 16:25:33	55	Playlist	22
783241	Sharon Needles	232716	I Wish I Were Amanda Lepore (feat. Amanda Lepore)	2019-02-08 13:18:14	276	Station	88
783241	Sharon Needles	206567	Dressed to Kill	2019-02-08 0:26:26	48	All Artist Tracks	53
783241	Sharon Needles	738127	Taxidermy	2019-02-08 16:22:49	17	Playlist	3
985487	Alaska Thunderfuck	667977	Let's Do Drag (feat. Lady Red Couture)	2019-02-08 11:11:33	184	Station	17
236173	Blackfoot Gypsies	656543	Been Down This Road	2019-02-08 21:47:48	165	Playlist	36
755793	Ross David	939159	My Home	2019-02-08 14:36:59	78	Station	98
755793	Ross David	486151	L.A.	2019-02-08 20:4:49	40	Playlist	84
89188	Griffin House	909509	The Way I Was Made	2019-02-08 6:15:29	19	All Artist Tracks	2
699966	Lifeformed	513682	Pillars of Pepper	2019-02-08 14:32:15	133	Thumbed Up Track	64
699966	Lifeformed	44125	Breadtime	2019-02-08 17:0:51	267	Collections	93
519851	Subliminal Trip	74355	Dub E Dub	2019-02-08 19:19:51	183	Station	48
519851	Subliminal Trip	423421	Lights Out	2019-02-08 0:32:8	192	Station	65
345416	Ernesto Cortazar	527493	Sea of Tears	2019-02-08 11:56:19	274	Station	86
345416	Ernesto Cortazar	54167	Silver Moon	2019-02-08 0:2:24	156	Album	45
345416	Ernesto Cortazar	655031	Azul	2019-02-08 19:34:2	203	Album	4
345416	Ernesto Cortazar	566628	Today, Tomorrow and Forever	2019-02-08 19:51:39	163	All Artist Tracks	52
345416	Ernesto Cortazar	449328	Intimate Liaison	2019-02-08 18:7:25	219	Album	75
345416	Ernesto Cortazar	174990	Table for Two	2019-02-08 13:8:36	254	Thumbed Up Track	10
345416	Ernesto Cortazar	781427	Time to Say Goodbye	2019-02-08 23:26:47	229	All Artist Tracks	48
345416	Ernesto Cortazar	463335	The Sound of Music (Medley)	2019-02-08 6:24:23	88	Album	68
345416	Ernesto Cortazar	116786	My Juliet	2019-02-08 2:15:51	144	Station	21
345416	Ernesto Cortazar	708377	Milky Way	2019-02-08 12:33:57	4	Playlist	75
345416	Ernesto Cortazar	926561	Hidden Love	2019-02-08 23:11:14	57	Collections	80
345416	Ernesto Cortazar	767891	Horizon of Hope	2019-02-08 6:9:3	161	Station	8
345416	Ernesto Cortazar	736527	Morelia's Waltz	2019-02-08 2:35:44	139	Autoplay	12
419827	The Brobecks	751896	If You Like It Or Not	2019-02-08 8:58:30	157	Album	23
114594	Wood & Wire	304223	Bet the World	2019-02-08 9:55:32	239	Thumbed Down Track	69
114594	Wood & Wire	948474	Coal Mining One	2019-02-08 0:33:4	253	All Artist Tracks	100
29415	Nadama	300772	Whale Song	2019-02-08 8:22:14	121	All Artist Tracks	44
29415	Nadama	726517	Love in the Air	2019-02-08 16:58:16	70	Thumbed Down Track	59
78663	Christafari	102706	He Is Coming (feat. Sherwin Gardner)	2019-02-08 3:47:21	54	Thumbed Up Track	93
78663	Christafari	146640	He Is Greater Than I (feat. Avion Blackman)	2019-02-08 10:18:18	160	Thumbed Up Track	69
78663	Christafari	833592	Love Supreme (feat. Avion Blackman)	2019-02-08 16:28:52	277	Thumbed Up Track	68
78663	Christafari	662961	Two Harbors	2019-02-08 8:14:8	252	Thumbed Down Track	50
122784	Avion Blackman	687415	Beautiful Soul	2019-02-08 13:39:9	87	All Artist Tracks	58
122784	Avion Blackman	687642	Sunny Skies	2019-02-08 2:58:53	198	Station	67
122784	Avion Blackman	459525	Marvelous Beauty	2019-02-08 19:10:6	241	Playlist	73
122784	Avion Blackman	398600	Blue	2019-02-08 15:10:45	292	Station	73
87893	Solomon Jabby	677350	Rocksteady (feat. Dillavou)	2019-02-08 6:43:17	280	Station	78
6667	Ikaika Beamer	64028	Hana Hou ( I Don't Wanna Go)	2019-02-08 12:24:28	194	Collections	14
184782	Flight Crash Companion	706247	One Thousand Times [2009]	2019-02-08 0:50:31	150	All Artist Tracks	84
722712	Beastwars	236174	Some Sell Their Souls	2019-02-08 16:17:32	138	Thumbed Down Track	84
981216	eLDee	969326	Today Today	2019-02-08 0:43:53	2	Autoplay	12
791476	Esteman	216019	El Pimentón	2019-02-08 23:56:42	74	Station	68
861178	Pettidee	990775	Learn To Let Go - Instrumental	2019-02-08 10:59:22	19	Thumbed Up Track	71
861178	Pettidee	188943	Nah Nah - Street Music	2019-02-08 10:30:22	195	All Artist Tracks	35
784718	Kool Keith	177891	Rapper Chance	2019-02-08 8:18:44	250	Station	88
219815	Green River Ordinance	442515	Where the West Wind Blows	2019-02-08 18:3:10	103	Thumbed Up Track	90
219815	Green River Ordinance	103578	Home	2019-02-08 10:42:5	215	All Artist Tracks	25
